time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005828,0.1482,0.0719,0.3013,0.343
0.013479,0.1602,0.0998,0.2784,0.336
0.023634,0.1164,0.1687,0.1592,0.260
0.034771,0.0311,0.1692,0.0239,0.174
0.045098,-0.0541,0.1693,-0.0877,0.198
0.053441,-0.0437,0.1689,-0.0669,0.187
0.063728,0.0487,0.1682,-0.0081,0.175
0.073279,0.0599,0.1808,0.0219,0.192
0.083611,0.0304,0.1525,0.0245,0.157
0.096590,0.0146,0.1652,0.0282,0.168
0.103086,0.0126,0.1781,-0.0070,0.179
0.113510,-0.0028,0.1911,0.0002,0.191
0.123269,-0.0042,0.1634,-0.0325,0.167
0.133197,0.0083,0.1630,-0.0503,0.171
0.144990,-0.0195,0.1492,-0.0248,0.153
0.155393,-0.0196,0.1629,-0.0108,0.164
0.163590,0.0079,0.1630,-0.0369,0.167
0.173392,0.0220,0.1630,0.0046,0.165
0.183595,0.0634,0.1902,0.0049,0.201
0.196684,0.0503,0.1765,-0.0087,0.184
0.203617,0.0644,0.1765,0.0049,0.188
0.213360,0.0647,0.1628,-0.0088,0.175
0.223698,0.0240,0.1628,0.0182,0.166
0.233706,0.0106,0.1763,0.0041,0.177
0.244863,-0.0030,0.1762,0.0168,0.177
0.253743,-0.0031,0.1760,-0.0118,0.176
0.263943,-0.0033,0.2167,0.0139,0.217
0.273935,0.0777,0.2030,0.0122,0.218
0.284600,0.0630,0.1620,0.0239,0.175
0.296277,0.1023,0.1483,0.0353,0.184
0.304242,0.0868,0.1210,0.0195,0.150
0.314495,0.0576,0.1345,0.0714,0.163
0.324653,0.0286,0.1480,0.0685,0.166
0.334911,-0.0001,0.1613,0.0651,0.174
0.353302,-0.0702,0.1743,0.0173,0.189
0.363349,-0.0845,0.2012,0.0002,0.218
0.373339,-0.0438,0.2144,-0.0438,0.223
0.383543,0.0382,0.2276,-0.0059,0.231
0.397329,0.0389,0.1864,-0.0494,0.197
0.403260,0.0533,0.1587,-0.0789,0.185
0.413090,0.0137,0.1039,-0.1082,0.151
0.422913,-0.0388,0.1443,-0.1096,0.185
0.433078,0.0044,0.1848,-0.0285,0.187
0.444114,0.0475,0.1846,0.0941,0.213
0.453217,0.1309,0.1571,0.1349,0.245
0.463348,0.0913,0.1297,0.0665,0.172
0.473248,0.0787,0.1160,-0.0970,0.170
0.483401,0.0517,0.1569,-0.2054,0.264
0.496487,0.0100,0.1844,-0.2312,0.296
0.503558,-0.0051,0.1712,-0.1472,0.226
0.513301,0.0068,0.1718,-0.0356,0.176
0.523567,0.0325,0.1586,0.0758,0.179
0.533457,0.0582,0.1454,0.1321,0.205
0.544836,0.0292,0.1322,0.1063,0.172
0.553298,-0.0134,0.1189,0.0530,0.131
0.563515,-0.0557,0.1464,0.0128,0.157
0.573215,-0.0570,0.1330,-0.0005,0.145
0.583737,-0.0579,0.1876,-0.0137,0.197
0.596664,-0.0577,0.1876,-0.0273,0.198
0.603439,-0.0700,0.1874,-0.0551,0.207
0.613266,-0.0539,0.1733,-0.0836,0.200
0.623399,-0.0506,0.1591,-0.0446,0.173
0.634039,-0.0332,0.1584,-0.0874,0.184
0.644956,-0.0291,0.1577,-0.0481,0.167
0.653230,-0.0111,0.1570,-0.0086,0.158
0.663416,0.0475,0.1428,0.0039,0.151
0.673078,0.0918,0.1559,0.0168,0.182
0.683110,0.0265,0.1692,0.0167,0.172
0.696894,0.0153,0.1553,-0.0102,0.156
0.703841,0.0038,0.1552,-0.0229,0.157
0.713670,0.0056,0.1551,-0.0491,0.163
0.723624,0.0341,0.1551,-0.0616,0.170
0.733665,-0.0061,0.1552,-0.0335,0.159
0.744816,0.0075,0.1552,-0.0736,0.172
0.753292,-0.0063,0.1417,-0.0593,0.154
0.763429,0.0205,0.1419,-0.0452,0.150
0.773292,0.0335,0.1556,-0.0038,0.159
0.783600,0.0329,0.1557,-0.0033,0.159
0.796922,0.0191,0.1422,0.0243,0.146
0.803412,-0.0354,0.1695,0.0519,0.181
0.813426,-0.0082,0.1559,0.0385,0.161
0.823671,-0.0080,0.1559,0.0249,0.158
0.833454,-0.0074,0.1422,-0.0025,0.142
0.844804,-0.0064,0.1828,-0.0303,0.185
0.853256,-0.0188,0.1554,-0.0445,0.163
0.863418,-0.0173,0.1415,-0.0452,0.150
0.873206,-0.0023,0.1821,-0.0190,0.183
0.883366,-0.0280,0.1817,-0.0067,0.184
0.896785,-0.0262,0.1677,-0.0080,0.170
0.903313,0.0031,0.1809,-0.0093,0.181
0.913354,0.0188,0.1533,-0.0104,0.155
0.923366,-0.0065,0.1529,0.0023,0.153
0.934487,0.0361,0.1254,0.0015,0.130
0.944842,0.0376,0.1387,-0.0128,0.144
0.953256,0.0389,0.1522,-0.0132,0.158
0.963323,0.0127,0.1792,-0.0407,0.184
0.973227,0.0137,0.1791,-0.0136,0.180
0.984417,0.0552,0.1654,-0.0411,0.179
0.996641,0.0960,0.1517,-0.0413,0.184
1.003409,0.0408,0.1109,-0.0550,0.130
1.013265,0.0396,0.0839,-0.0821,0.124
1.023796,0.0381,0.1522,-0.0545,0.166
1.033774,0.0637,0.1797,-0.0403,0.195
1.044541,0.0482,0.1801,-0.0802,0.203
1.053624,0.0327,0.1805,-0.1196,0.219
1.064043,0.0038,0.1129,-0.1850,0.217
1.074005,-0.0384,0.1544,-0.1267,0.203
1.084067,-0.0122,0.1551,-0.0679,0.170
1.096562,0.0685,0.1966,0.0451,0.213
1.104407,0.0676,0.1834,0.1570,0.251
1.114522,0.0803,0.1838,0.1725,0.265
1.124721,0.0523,0.1432,0.1192,0.193
1.134988,0.0243,0.1161,-0.0296,0.122
1.153351,-0.0179,0.1573,-0.1781,0.238
1.163303,-0.0728,0.1847,-0.1771,0.266
1.173077,-0.0730,0.1849,-0.1485,0.248
1.183111,-0.0725,0.2123,-0.0656,0.234
1.196588,-0.0034,0.1986,0.0442,0.204
1.203947,0.0250,0.1713,0.0992,0.200
1.213868,0.0399,0.1167,0.1810,0.219
1.223678,0.0413,0.0893,0.1535,0.182
1.233745,0.0428,0.1299,0.1120,0.177
1.244457,0.0308,0.1568,0.0839,0.180
1.253795,-0.0220,0.1564,0.0146,0.159
1.264835,-0.0066,0.1968,-0.0284,0.199
1.273881,-0.0322,0.1554,-0.0450,0.165
1.284052,-0.0443,0.1411,-0.0488,0.156
1.302803,0.0115,0.1540,-0.0262,0.157
1.303867,0.0125,0.1260,-0.0174,0.128
1.319002,0.0133,0.1390,0.0054,0.140
1.325665,0.0140,0.1657,0.0152,0.167
1.335154,0.0009,0.1652,0.0123,0.166
1.344193,0.0016,0.1512,0.0098,0.152
1.356339,-0.0114,0.1645,-0.0468,0.171
1.365719,-0.0244,0.1642,-0.0616,0.177
1.375773,-0.0373,0.1778,-0.1022,0.208
1.384878,-0.0093,0.1643,-0.1142,0.200
1.401312,-0.0082,0.1509,-0.1526,0.215
1.404907,0.0339,0.1647,-0.0817,0.187
1.413962,0.0758,0.1377,-0.0653,0.170
1.425212,0.0903,0.1107,-0.0354,0.147
1.435273,0.0774,0.1381,-0.0057,0.158
1.444602,0.0779,0.1520,0.0103,0.171
1.454508,0.0508,0.1659,0.0125,0.174
1.465783,0.0367,0.1662,0.0145,0.171
1.475209,0.0492,0.1530,-0.0380,0.165
1.490059,0.0609,0.1534,-0.0634,0.177
1.495737,0.0312,0.1812,-0.0346,0.187
1.504901,0.0285,0.1681,-0.0332,0.174
1.514132,0.0122,0.1821,-0.0183,0.183
1.524918,0.0369,0.1689,-0.0175,0.174
