time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001242,0.0062,0.2688,0.1408,0.304
0.008193,0.0742,0.2418,0.2200,0.335
0.015796,0.0196,0.1876,0.2447,0.309
0.026854,0.0332,0.1742,0.2555,0.311
0.036681,-0.0755,0.2017,0.1979,0.293
0.044932,-0.1566,0.1883,0.0725,0.255
0.055005,-0.1283,0.1341,0.0287,0.188
0.064873,-0.0178,0.1071,-0.0151,0.110
0.076143,0.0386,0.0937,-0.0047,0.101
0.085120,0.1223,0.1349,-0.0090,0.182
0.096245,0.1101,0.1625,0.0130,0.197
0.108370,0.0700,0.2038,-0.0334,0.218
0.117032,-0.0247,0.2179,0.0025,0.219
0.127156,-0.0923,0.2318,0.0665,0.258
0.135871,-0.1325,0.2049,0.1174,0.271
0.146555,-0.1181,0.1915,0.0871,0.241
0.164468,-0.0615,0.1782,0.0964,0.212
0.174217,-0.0059,0.1511,0.0948,0.178
0.184499,-0.0047,0.1512,0.0660,0.165
0.196150,-0.0439,0.1376,0.0506,0.153
0.204627,-0.0684,0.1649,0.0488,0.185
0.214486,-0.1187,0.1105,0.0471,0.169
0.230664,-0.0997,0.0969,0.1132,0.179
0.240854,0.0012,0.1378,0.1237,0.185
0.246690,0.0334,0.1516,0.0920,0.180
0.253903,0.0510,0.1928,0.0598,0.208
0.264590,0.0679,0.2067,0.0549,0.224
0.277553,0.1115,0.1661,0.0233,0.201
0.283755,0.0590,0.1255,-0.0077,0.139
0.294589,0.0055,0.1121,0.0706,0.133
0.304462,-0.0895,0.1941,0.0267,0.215
0.314183,-0.1977,0.1942,-0.0168,0.278
0.324587,-0.2508,0.2080,-0.0600,0.331
0.334411,-0.2491,0.1672,-0.0348,0.302
0.343896,-0.0977,0.1673,0.0319,0.196
0.354515,-0.0275,0.1401,0.0580,0.154
0.364798,-0.0243,0.1264,0.0301,0.132
0.374879,0.0208,0.1399,-0.0381,0.146
0.384413,-0.0283,0.1260,-0.1056,0.167
0.393846,-0.0763,0.1120,-0.2127,0.252
0.404763,-0.1368,0.1795,-0.2772,0.358
0.413767,-0.0743,0.3014,-0.2579,0.404
0.424677,-0.0530,0.3413,-0.2230,0.411
0.434158,-0.1005,0.3539,-0.2001,0.419
0.443776,-0.0672,0.3119,-0.1629,0.358
0.454330,0.0332,0.3109,-0.1251,0.337
0.463865,0.1194,0.2144,-0.1819,0.305
0.474876,0.1640,0.1314,-0.1965,0.288
0.484628,0.2344,0.2663,-0.1691,0.393
0.493741,0.1805,0.2241,-0.1005,0.305
0.504151,0.1654,0.1140,-0.0187,0.202
0.513845,0.1212,0.1266,0.0888,0.196
0.525130,-0.0060,0.1122,0.1673,0.202
0.533779,-0.0517,0.1388,0.1898,0.241
0.543865,-0.0563,0.1655,0.1294,0.217
0.554487,-0.1285,0.1652,-0.0558,0.217
0.564409,-0.1864,0.1785,-0.2289,0.345
0.573912,-0.2162,0.2464,-0.3206,0.458
0.584685,-0.2319,0.2597,-0.3302,0.480
0.593816,-0.1783,0.3001,-0.2711,0.442
0.604604,-0.2306,0.3813,-0.1982,0.488
0.613870,-0.1837,0.3125,-0.1255,0.384
0.623748,-0.1061,0.1891,-0.0121,0.217
0.634550,-0.0535,0.1337,0.0608,0.156
0.644272,-0.0684,0.1734,0.1619,0.247
