time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001684,-0.1982,0.3443,-0.0082,0.397
0.008072,-0.2813,0.2623,-0.0613,0.390
0.025597,-0.1464,0.1802,-0.1000,0.253
0.026194,0.1522,0.1116,-0.0020,0.189
0.037134,0.5189,0.1929,-0.0264,0.554
0.048107,0.5443,0.3149,-0.0507,0.631
0.055875,0.1468,0.2734,-0.0610,0.316
0.066239,-0.0203,0.1092,-0.1663,0.200
0.076246,-0.0119,-0.0415,-0.2166,0.221
0.086452,-0.0313,0.0118,-0.1841,0.187
0.098699,-0.2267,0.0241,-0.1229,0.259
0.106638,-0.2431,0.0093,0.1428,0.282
0.117129,0.0811,0.1444,0.2441,0.295
0.136094,0.0865,0.2790,0.2923,0.413
0.146096,-0.0001,0.2920,0.2673,0.396
0.156191,-0.1675,0.3188,0.1871,0.406
0.169518,0.0061,0.1825,0.1188,0.218
0.176198,-0.2142,0.0603,0.1567,0.272
0.186334,-0.2017,0.0068,0.2593,0.329
0.197488,-0.2688,-0.0323,0.2766,0.387
0.209503,-0.2780,-0.0164,0.2771,0.393
0.227771,-0.2705,0.0818,0.1939,0.343
0.228703,-0.2072,0.2072,0.1106,0.313
0.234778,0.0200,0.2507,0.0696,0.261
0.244839,0.1918,0.1576,0.0981,0.267
0.255144,0.2534,0.0916,0.1961,0.333
0.267707,0.2319,-0.0156,0.2134,0.316
0.278571,0.1138,-0.0685,0.1498,0.200
0.284889,-0.0865,0.0147,0.0730,0.114
0.294811,-0.2735,0.1659,0.0377,0.322
0.305876,-0.3654,0.2625,-0.0649,0.455
0.315800,-0.4441,0.3725,-0.2072,0.616
0.326158,-0.4549,0.4278,-0.2934,0.690
0.336239,-0.3699,0.4419,-0.4181,0.712
0.346138,-0.2702,0.4146,-0.5122,0.712
0.356201,-0.0735,0.3867,-0.4655,0.610
0.369276,0.0432,0.3854,-0.3324,0.511
0.376212,-0.0150,0.3154,-0.1677,0.357
0.385648,-0.1392,0.1905,0.0132,0.236
0.397144,-0.2341,0.0383,0.1129,0.263
0.404822,-0.3540,-0.0728,0.2249,0.426
0.417371,-0.4315,-0.0201,0.3211,0.538
0.425274,-0.3045,0.0465,0.4150,0.517
0.436953,0.0516,0.0997,0.4253,0.440
0.444609,0.3357,0.0715,0.4605,0.574
0.454625,0.4251,0.0848,0.3952,0.587
0.466715,0.4028,0.0993,0.2276,0.473
0.476439,0.3113,0.1011,0.0261,0.328
0.485876,0.2183,0.1853,-0.1248,0.312
0.497372,0.1902,0.2559,-0.0726,0.327
0.505066,0.2397,0.2991,0.0075,0.383
0.515483,0.2984,0.3011,0.1702,0.457
0.526812,0.2573,0.2348,0.2658,0.438
0.537629,0.1983,0.1408,0.2673,0.361
0.546316,0.0143,0.0466,0.2428,0.248
0.556308,-0.2224,-0.0070,0.1514,0.269
0.567410,-0.4679,0.0211,0.1290,0.486
0.576400,-0.6267,0.1445,0.1487,0.660
0.587499,-0.6330,0.3224,0.1831,0.734
0.595092,-0.4329,0.3639,0.2454,0.617
0.604654,-0.2134,0.3649,0.4165,0.593
0.617573,-0.0145,0.3389,0.5328,0.632
0.624958,0.1343,0.3265,0.6770,0.764
0.638282,0.1754,0.2057,0.9264,0.965
0.645658,0.1618,0.0316,1.1132,1.125
0.658067,0.1337,-0.1955,1.1666,1.190
0.666026,-0.1129,-0.2851,1.1141,1.156
0.676058,-0.3055,-0.1968,0.9039,0.974
0.685633,-0.4579,-0.0400,0.7432,0.874
0.696767,-0.5566,0.1442,0.7698,0.961
0.705784,-0.6424,0.2739,0.9156,1.152
0.717385,-0.6195,0.3900,1.0575,1.286
0.725876,-0.5822,0.3698,1.0603,1.265
0.737363,-0.5019,0.2813,1.0476,1.195
0.746041,-0.4585,0.1789,0.9662,1.084
0.761859,-0.4915,0.1303,0.8864,1.022
0.769163,-0.6130,0.1220,0.8503,1.055
0.774962,-0.7269,0.1403,0.7906,1.083
0.784697,-0.7662,0.1306,0.7072,1.051
0.794631,-0.8554,0.2292,0.6811,1.117
0.804755,-0.8878,0.3000,0.5073,1.066
0.816665,-0.9729,0.2748,0.4580,1.110
0.825148,-0.8535,0.2353,0.1259,0.894
0.838646,-0.6396,0.1816,0.0161,0.665
0.846752,-0.4550,0.0728,-0.1025,0.472
0.856394,-0.2731,-0.0637,-0.1759,0.331
0.867283,-0.1080,-0.1595,-0.2458,0.312
0.876188,-0.0146,-0.2421,-0.2965,0.383
0.886696,0.1153,-0.1886,-0.5151,0.561
0.896326,0.3219,-0.0673,-0.8027,0.867
0.907530,0.6459,0.1355,-1.0211,1.216
0.916665,1.1710,0.2836,-1.0896,1.625
0.927493,1.5615,0.4046,-1.1751,1.996
0.941440,1.7907,0.4448,-1.0892,2.143
0.955864,1.6717,0.5943,-0.9286,2.002
0.967981,1.3202,0.5938,-0.9666,1.741
0.975208,0.8379,0.6880,-0.8802,1.396
0.985244,0.1777,0.6451,-0.5891,0.891
0.994739,-0.2196,0.5195,-0.3665,0.673
1.004728,-0.6099,0.3523,-0.2136,0.736
1.017059,-0.9509,0.2254,-0.2132,1.000
1.024897,-1.1204,0.1256,-0.2307,1.151
1.039943,-1.1217,0.0666,-0.2395,1.149
1.045169,-1.0671,0.0762,-0.1451,1.080
1.054947,-0.9585,0.1002,0.0236,0.964
1.065530,-0.9227,0.1796,0.1577,0.953
1.074956,-0.8916,0.2189,0.1500,0.930
1.086456,-0.8970,0.2719,0.0431,0.938
1.096770,-0.8510,0.3246,0.0019,0.911
1.105974,-0.7479,0.4044,0.0526,0.852
1.117979,-0.5792,0.3887,0.0452,0.699
1.126174,-0.3891,0.4002,-0.0196,0.558
