time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001372,-0.1598,0.2285,-0.0973,0.295
0.006883,-0.1586,0.1890,0.0390,0.250
0.018136,-0.0753,0.1083,0.0664,0.148
0.027914,0.0351,0.0409,0.2436,0.249
0.039092,0.0772,-0.0265,0.1892,0.206
0.048682,0.0373,-0.0396,0.1212,0.133
0.061462,-0.0162,-0.0802,0.0260,0.086
0.067162,-0.0290,-0.0653,0.0668,0.098
0.077230,-0.0419,-0.0095,0.0123,0.045
0.092953,-0.0686,0.0319,0.0260,0.080
0.097494,-0.0951,-0.0094,0.0806,0.125
0.110329,-0.0807,-0.0648,0.0808,0.131
0.117266,-0.0936,-0.0518,0.0810,0.134
0.129475,-0.0792,-0.0250,0.1084,0.137
0.138907,-0.0375,0.0294,0.0813,0.094
0.148659,0.0045,0.0977,0.0542,0.112
0.158747,0.0332,0.1117,0.0816,0.142
0.168691,0.0485,0.0849,0.0819,0.127
0.186826,0.0647,0.0709,0.0687,0.118
0.197169,0.0112,0.0295,0.0689,0.076
0.207948,-0.0425,0.0153,0.0691,0.083
0.216659,-0.0418,0.0143,0.0284,0.052
0.226682,-0.0413,0.0125,0.0559,0.071
0.236742,-0.0277,0.0235,0.0834,0.091
0.246434,-0.0012,0.0339,0.0836,0.090
0.256707,0.0112,0.0171,0.1110,0.113
0.267065,-0.0039,-0.0128,0.0974,0.098
0.276592,-0.0595,-0.0149,0.1111,0.127
0.287178,-0.0602,-0.0302,0.1384,0.154
0.297259,-0.0468,-0.0043,0.1385,0.146
0.309362,-0.0603,-0.0186,0.0841,0.105
0.317308,-0.0330,-0.0050,0.0433,0.055
0.326945,-0.0325,0.0092,0.0433,0.055
0.337707,-0.0043,-0.0035,0.0297,0.030
0.347275,-0.0167,0.0246,0.0298,0.042
0.358434,-0.0291,-0.0017,0.0571,0.064
0.367775,-0.0548,-0.0144,0.0845,0.102
0.378538,-0.0935,0.0003,0.0847,0.126
0.388512,-0.1450,-0.0123,0.0851,0.169
0.396612,-0.1143,0.0159,0.0447,0.124
0.410232,-0.0157,0.0302,0.0723,0.080
0.416565,0.0279,0.0171,0.0999,0.105
0.426446,0.0438,0.0175,0.1138,0.123
0.437600,0.0592,0.0451,0.0868,0.114
0.447614,0.0336,0.0043,0.0735,0.081
0.457480,0.0212,0.0586,0.0873,0.107
0.467663,-0.0188,0.0173,0.1011,0.104
0.476665,-0.0726,0.0031,0.1285,0.148
0.487534,-0.0583,0.0026,0.0878,0.105
0.496630,-0.0307,0.0021,0.0743,0.080
0.510159,-0.0034,-0.0257,0.0879,0.092
