time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001592,-0.1509,0.3345,-0.0630,0.372
0.004742,-0.1387,0.2378,-0.0064,0.275
0.015562,-0.0582,0.0593,0.0368,0.091
0.025414,-0.0048,-0.0236,0.0934,0.096
0.036689,0.0216,-0.0518,0.0950,0.110
0.045510,0.0483,-0.0116,0.1370,0.146
0.057220,-0.0068,0.0290,0.1373,0.140
0.065720,-0.0211,0.0699,0.1641,0.180
0.075157,-0.0900,0.1112,0.1084,0.179
0.087790,-0.1042,0.1524,0.0257,0.186
0.095389,-0.1315,0.1663,-0.0157,0.213
0.105032,-0.1582,0.1802,-0.0433,0.244
0.115078,-0.1976,0.1533,-0.0844,0.264
0.125071,-0.2089,0.1812,-0.0574,0.282
0.135368,-0.1916,0.1684,-0.0167,0.256
0.146688,-0.2133,0.1286,-0.0437,0.253
0.155703,-0.1514,0.1159,-0.0969,0.214
0.165357,-0.0887,0.1298,-0.1213,0.199
0.175760,0.0419,0.1293,-0.0897,0.163
0.187241,0.1580,0.1143,-0.0566,0.203
0.196232,0.1909,0.1394,0.0320,0.239
0.206413,0.2090,0.1778,0.1070,0.295
0.215521,0.1448,0.2026,0.1000,0.268
0.226030,0.0924,0.2275,0.1193,0.273
0.237784,0.0917,0.2250,0.0424,0.247
0.245852,0.0877,0.1813,-0.0079,0.202
0.257660,0.0946,0.1236,-0.0587,0.166
0.271291,0.0449,0.0930,-0.0827,0.132
0.287298,-0.0019,0.0998,-0.1723,0.199
0.294724,-0.0108,0.1509,-0.1283,0.198
0.304853,0.0089,0.1883,-0.0565,0.197
0.315226,0.0570,0.1985,0.0296,0.209
0.324863,0.0924,0.2086,0.1705,0.285
0.336877,0.1010,0.1647,0.2973,0.354
0.345341,0.0555,0.1482,0.2192,0.270
0.356659,-0.0167,0.1186,0.1678,0.206
0.366277,-0.0882,0.0893,0.0887,0.154
0.374718,-0.0228,0.0604,-0.0725,0.097
0.387837,0.0974,0.0180,-0.1386,0.170
0.395663,0.2038,0.0439,-0.0960,0.230
0.405636,0.1878,0.0973,-0.0132,0.212
0.415631,0.1169,0.1647,0.0688,0.213
0.425382,0.0179,0.2188,0.2042,0.300
0.437152,-0.0412,0.2185,0.1074,0.247
0.445583,-0.0732,0.1364,-0.0981,0.183
0.455260,-0.0366,0.0542,-0.1400,0.155
0.465747,0.0412,-0.0143,0.0090,0.045
0.475039,0.1459,-0.0695,0.2130,0.267
0.486959,0.1816,-0.1113,0.4033,0.456
0.495562,0.0806,-0.0438,0.4428,0.452
0.504707,-0.0475,0.0107,0.4539,0.457
0.515175,-0.0929,0.0524,0.4912,0.503
0.524802,-0.1102,0.0534,0.5148,0.529
0.537007,-0.0861,0.0560,0.4536,0.465
0.544835,-0.0208,0.0610,0.3333,0.340
0.556479,0.0037,0.0542,0.1411,0.151
0.564846,0.0556,0.0620,-0.0122,0.084
0.577090,0.1620,0.0698,-0.0975,0.202
0.587395,0.2278,0.0908,-0.0591,0.252
0.594763,0.2796,0.1379,-0.0189,0.312
0.604858,0.2081,0.1292,-0.0171,0.246
0.614708,0.0813,0.1330,-0.0268,0.158
0.624718,-0.0733,0.1496,-0.1306,0.212
0.637231,-0.1870,0.1243,-0.2187,0.313
0.644886,-0.2860,0.0834,-0.2475,0.387
0.656073,-0.2882,0.0535,-0.1340,0.322
0.664878,-0.3025,0.0082,-0.0569,0.308
0.675143,-0.3163,0.0305,0.0894,0.330
0.687141,-0.3293,0.0538,0.2070,0.393
0.694621,-0.2991,0.0378,0.2950,0.422
0.704718,-0.2107,0.0370,0.2860,0.357
0.715168,-0.0911,0.0241,0.2350,0.253
0.725015,-0.0098,0.0118,0.2246,0.225
0.737770,0.0857,0.0275,0.2675,0.282
0.744913,0.1251,0.0305,0.2667,0.296
0.756529,0.1619,0.0487,0.2751,0.323
0.765554,0.2231,0.0682,0.2659,0.354
0.774751,0.2551,0.0887,0.2673,0.380
0.787102,0.2725,0.0553,0.2533,0.376
0.796204,0.3138,0.0352,0.2250,0.388
0.804890,0.2675,0.0409,0.1832,0.327
0.815686,0.2421,0.0449,0.1149,0.272
0.825671,0.1986,0.0882,0.0343,0.220
0.837040,0.1665,0.1032,0.0229,0.197
0.845785,0.1476,0.1311,0.0533,0.204
0.856994,0.1429,0.1587,0.1801,0.279
0.865693,0.1527,0.1180,0.2532,0.318
0.875168,0.1228,0.1588,0.3270,0.384
0.887255,-0.0141,0.1317,0.3607,0.384
0.894665,-0.1080,0.0911,0.3133,0.344
0.904678,-0.2133,0.0645,0.1979,0.298
0.915164,-0.3171,0.0383,0.1233,0.342
0.925080,-0.3648,0.0261,0.0759,0.373
0.938213,-0.3812,0.0420,0.0694,0.390
0.944771,-0.4188,0.0456,0.0360,0.423
0.956647,-0.4094,0.0776,0.0304,0.418
0.965570,-0.4226,0.0967,0.0119,0.434
0.974885,-0.3913,0.1434,0.0351,0.418
0.987324,-0.3572,0.1495,0.0455,0.390
0.995109,-0.3482,0.1557,0.0704,0.388
1.005610,-0.2973,0.1209,0.0821,0.331
1.016426,-0.3008,0.0993,0.0130,0.317
1.026210,-0.3046,0.0770,0.0540,0.319
1.038107,-0.2414,0.0946,0.0147,0.260
1.046381,-0.2070,0.0977,-0.0369,0.232
1.056365,-0.1742,0.0728,0.0211,0.190
1.065964,-0.1025,0.0745,-0.0566,0.139
1.076971,-0.0598,0.0893,-0.1067,0.151
1.087083,-0.0459,0.1311,0.0199,0.140
1.104715,0.0037,0.1329,0.1211,0.180
1.114710,0.0112,0.1609,0.2317,0.282
1.125295,0.0433,0.1342,0.2054,0.249
1.136711,0.0186,0.1072,0.1514,0.186
1.145164,0.0462,0.0800,0.1106,0.144
1.157017,0.0450,0.0393,0.0962,0.113
1.164957,0.0560,0.0397,0.1487,0.164
1.175213,0.0660,0.0812,0.1728,0.202
1.184716,0.0752,0.0825,0.2090,0.237
1.194614,0.0973,0.0981,0.2160,0.256
1.205478,0.1324,0.1142,0.2080,0.272
1.215197,0.1533,0.1033,0.2401,0.303
1.225250,0.1598,0.0924,0.2444,0.306
1.235668,0.1520,0.1223,0.2351,0.306
1.246071,0.1978,0.1384,0.2802,0.370
1.256251,0.2016,0.1136,0.2976,0.377
1.265885,0.2043,0.1025,0.3142,0.389
1.276147,0.1923,0.1323,0.2484,0.341
1.288198,0.1523,0.1212,0.1958,0.276
1.296264,0.1663,0.1100,0.1434,0.246
1.305751,0.1255,0.1257,0.1458,0.230
1.316440,0.0849,0.1412,0.1215,0.205
1.326739,0.0721,0.1157,0.1250,0.185
1.337295,0.0601,0.1307,0.0342,0.148
1.345180,0.0490,0.1318,0.0126,0.141
1.356936,-0.0020,0.1462,-0.0079,0.146
1.365235,0.0027,0.1741,0.0133,0.175
1.375561,-0.0322,0.1472,0.0360,0.155
1.387784,-0.1065,0.1334,0.0878,0.192
1.395686,-0.1118,0.1327,0.1002,0.200
1.405931,-0.1705,0.1046,0.0593,0.209
1.415479,-0.2132,0.0767,0.0327,0.229
1.426317,-0.2119,0.1172,-0.0475,0.247
1.436671,-0.1807,0.1443,-0.0725,0.242
1.446572,-0.2017,0.1718,0.0255,0.266
1.455371,-0.1803,0.1859,0.0420,0.262
1.465292,-0.1712,0.2138,-0.0505,0.279
1.476679,-0.1616,0.2417,-0.2378,0.376
1.487372,-0.1922,0.2418,-0.3693,0.481
1.495457,-0.0323,0.2546,-0.3624,0.444
1.509301,0.0450,0.2796,-0.3255,0.431
1.516221,0.0802,0.2623,-0.2043,0.342
1.525245,0.0052,0.2438,-0.1491,0.286
1.538070,-0.0162,0.2245,-0.1197,0.255
1.545655,-0.0655,0.1908,-0.2390,0.313
1.555078,-0.0747,0.2107,-0.3975,0.456
1.566345,-0.0573,0.2701,-0.4990,0.570
1.577912,0.1225,0.3145,-0.4481,0.561
1.586928,0.2322,0.3716,-0.2057,0.484
1.596274,0.3118,0.3742,0.0081,0.487
1.606012,0.2653,0.3226,0.0968,0.429
1.616126,0.1889,0.2309,0.0601,0.304
1.625351,0.1248,0.0989,-0.1012,0.189
1.637184,0.1149,0.0493,-0.1824,0.221
1.646194,0.1456,0.0274,-0.1560,0.215
1.655322,0.2163,0.0739,-0.1714,0.286
1.666190,0.2582,0.1477,-0.0515,0.302
1.675992,0.2845,0.2080,-0.0145,0.353
1.687934,0.2815,0.2548,-0.0198,0.380
1.695473,0.2504,0.1795,0.0686,0.316
1.705065,0.2060,0.1594,0.1150,0.285
1.715278,0.1358,0.1399,0.2151,0.290
1.725182,0.0942,0.1077,0.3002,0.333
1.737374,0.0946,0.0767,0.3151,0.338
1.746115,0.1227,0.0609,0.3135,0.342
1.755635,0.1510,0.0193,0.2271,0.273
1.766310,0.1794,0.0332,0.1251,0.221
1.775920,0.2214,0.0204,0.0492,0.228
1.788156,0.2360,0.0755,-0.0130,0.248
1.795735,0.2503,0.1031,-0.0747,0.281
1.805661,0.2507,0.1303,-0.1085,0.303
1.816469,0.2508,0.1978,-0.1143,0.339
1.825910,0.1692,0.2105,-0.1193,0.295
1.836506,0.1015,0.2093,-0.1236,0.263
1.846115,0.0207,0.2209,-0.0444,0.226
1.856114,0.0090,0.2043,0.0511,0.211
1.866434,-0.0015,0.1051,0.0945,0.141
1.876487,-0.0789,0.0601,0.1664,0.194
1.887501,-0.1279,0.0696,0.0890,0.171
1.897004,-0.1761,0.0928,0.0390,0.203
1.907109,-0.1279,0.0755,0.0161,0.149
1.925715,-0.0659,0.0973,-0.0439,0.125
1.936491,0.0165,0.1093,-0.0403,0.118
1.946254,0.1003,0.1355,-0.0505,0.176
1.955776,0.1431,0.1618,-0.0749,0.229
1.966203,0.1171,0.1610,-0.0588,0.208
1.975561,0.0225,0.1737,-0.0158,0.176
1.988004,-0.0587,0.1456,0.0272,0.159
1.996038,-0.1127,0.1448,0.0291,0.186
